Variable,Description,Long,Type,ESTMOE,Source,Table,Table2,Years,Release,Category,Topic,Universe,Notes,API
FemaleNoSpouseOwnCh_m19,"Female-headed families, no spouse present with own children","# Female-headed families, no spouse present with own children, 2019 (MOE)",Count,MOE,ACS,B11012,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pFemaleNoSpouseOwnCh_e19,"Female-headed families, no spouse present with own children","% Female-headed families, no spouse present with own children, 2019",Percent,Estimate,ACS,B11012,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pFemaleNoSpouseOwnCh_m19,"Female-headed families, no spouse present with own children","% Female-headed families, no spouse present with own children, 2019 (MOE)",Percent,MOE,ACS,B11012,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
FemaleAlone_e19,Female householder living alone,"# Female householder living alone, 2019",Count,Estimate,ACS,B11012,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
FemaleAlone_m19,Female householder living alone,"# Female householder living alone, 2019 (MOE)",Count,MOE,ACS,B11012,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pFemaleAlone_e19,Female householder living alone,"% Female householder living alone, 2019",Percent,Estimate,ACS,B11012,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pFemaleAlone_m19,Female householder living alone,"% Female householder living alone, 2019 (MOE)",Percent,MOE,ACS,B11012,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
FemaleAlone65P_e19,Female householder 65 years and over living alone,"# Female householder 65 years and over living alone, 2019",Count,Estimate,ACS,B11010,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
FemaleAlone65P_m19,Female householder 65 years and over living alone,"# Female householder 65 years and over living alone, 2019 (MOE)",Count,MOE,ACS,B11010,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pFemaleAlone65P_e19,Female householder 65 years and over living alone,"% Female householder 65 years and over living alone, 2019",Percent,Estimate,ACS,B11010,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pFemaleAlone65P_m19,Female householder 65 years and over living alone,"% Female householder 65 years and over living alone, 2019 (MOE)",Percent,MOE,ACS,B11010,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
HHAlone_e19,Householder living alone,"# Householder living alone, 2019",Count,Estimate,ACS,B11001,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
HHAlone_m19,Householder living alone,"# Householder living alone, 2019 (MOE)",Count,MOE,ACS,B11001,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pHHAlone_e19,Householder living alone,"% Householder living alone, 2019",Percent,Estimate,ACS,B11001,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pHHAlone_m19,Householder living alone,"% Householder living alone, 2019 (MOE)",Percent,MOE,ACS,B11001,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
HHAlone65P_e19,Householder 65 years and over living alone,"# Householder 65 years and over living alone, 2019",Count,Estimate,ACS,B11007,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
HHAlone65P_m19,Householder 65 years and over living alone,"# Householder 65 years and over living alone, 2019 (MOE)",Count,MOE,ACS,B11007,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pHHAlone65P_e19,Householder 65 years and over living alone,"% Householder 65 years and over living alone, 2019",Percent,Estimate,ACS,B11007,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pHHAlone65P_m19,Householder 65 years and over living alone,"% Householder 65 years and over living alone, 2019 (MOE)",Percent,MOE,ACS,B11007,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
HHwChild_e19,Households with one or more people under 18 years,"# Households with one or more people under 18 years, 2019",Count,Estimate,ACS,B11005,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
HHwChild_m19,Households with one or more people under 18 years,"# Households with one or more people under 18 years, 2019 (MOE)",Count,MOE,ACS,B11005,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pHHwChild_e19,Households with one or more people under 18 years,"% Households with one or more people under 18 years, 2019",Percent,Estimate,ACS,B11005,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pHHwChild_m19,Households with one or more people under 18 years,"% Households with one or more people under 18 years, 2019 (MOE)",Percent,MOE,ACS,B11005,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
HHwSenior_e19,Households with one or more people over 65 years,"# Households with one or more people over 65 years, 2019",Count,Estimate,ACS,B11007,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
HHwSenior_m19,Households with one or more people over 65 years,"# Households with one or more people over 65 years, 2019 (MOE)",Count,MOE,ACS,B11007,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pHHwSenior_e19,Households with one or more people over 65 years,"% Households with one or more people over 65 years, 2019",Percent,Estimate,ACS,B11007,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
pHHwSenior_m19,Households with one or more people over 65 years,"% Households with one or more people over 65 years, 2019 (MOE)",Percent,MOE,ACS,B11007,,2019,5,Social,Household Composition,Households,,ACSAllGeo2019-Social
aAvgHHSize_e19,Average household size,"Average household size, 2019",Mean,Estimate,ACS,B09019,B11001,2019,5,Social,Household Composition,Households,"Numerator is from B09019, Denominator from B11001",ACSAllGeo2019-Social
aAvgHHSize_m19,Average household size,"Average household size, 2019 (MOE)",Mean,MOE,ACS,B09019,B11001,2019,5,Social,Household Composition,Households,"Numerator is from B09019, Denominator from B11001",ACSAllGeo2019-Social
aAvgFamSize_e19,Average family size,"Average family size, 2019",Mean,Estimate,ACS,B09019,B11001,2019,5,Social,Household Composition,Families,"Numerator is from B09019, Denominator from B11001",ACSAllGeo2019-Social
aAvgFamSize_m19,Average family size,"Average family size, 2019 (MOE)",Mean,MOE,ACS,B09019,B11001,2019,5,Social,Household Composition,Families,"Numerator is from B09019, Denominator from B11001",ACSAllGeo2019-Social
FamMarriedCouple_e19,Married-couple families,"# Married-couple families, 2019",Count,Estimate,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
FamMarriedCouple_m19,Married-couple families,"# Married-couple families, 2019 (MOE)",Count,MOE,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
pFamMarriedCouple_e19,Married-couple families,"% Married-couple families, 2019",Percent,Estimate,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
pFamMarriedCouple_m19,Married-couple families,"% Married-couple families, 2019 (MOE)",Percent,MOE,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
FamMarriedOwnChild_e19,Married-couple families with own children,"# Married-couple families with own children, 2019",Count,Estimate,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
FamMarriedOwnChild_m19,Married-couple families with own children,"# Married-couple families with own children, 2019 (MOE)",Count,MOE,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
pFamMarriedOwnChild_e19,Married-couple families with own children,"% Married-couple families with own children, 2019",Percent,Estimate,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
pFamMarriedOwnChild_m19,Married-couple families with own children,"% Married-couple families with own children, 2019 (MOE)",Percent,MOE,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
FamMaleNoSpouse_e19,"Male-headed families, no spouse present","# Male-headed families, no spouse present, 2019",Count,Estimate,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
FamMaleNoSpouse_m19,"Male-headed families, no spouse present","# Male-headed families, no spouse present, 2019 (MOE)",Count,MOE,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
pFamMaleNoSpouse_e19,"Male-headed families, no spouse present","% Male-headed families, no spouse present, 2019",Percent,Estimate,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
pFamMaleNoSpouse_m19,"Male-headed families, no spouse present","% Male-headed families, no spouse present, 2019 (MOE)",Percent,MOE,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
FamFemaleNoSpouse_e19,"Female-headed families, no spouse present","# Female-headed families, no spouse present, 2019",Count,Estimate,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
FamFemaleNoSpouse_m19,"Female-headed families, no spouse present","# Female-headed families, no spouse present, 2019 (MOE)",Count,MOE,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
pFamFemaleNoSpouse_e19,"Female-headed families, no spouse present","% Female-headed families, no spouse present, 2019",Percent,Estimate,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
pFamFemaleNoSpouse_m19,"Female-headed families, no spouse present","% Female-headed families, no spouse present, 2019 (MOE)",Percent,MOE,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
FamMaleNoSpouseOwnChild_e19,"Male-headed families, no spouse, with own children","# Male-headed families, no spouse, with own children, 2019",Count,Estimate,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
FamMaleNoSpouseOwnChild_m19,"Male-headed families, no spouse, with own children","# Male-headed families, no spouse, with own children, 2019 (MOE)",Count,MOE,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
pFamMaleNoSpouseOwnChild_e19,"Male-headed families, no spouse, with own children","% Male-headed families, no spouse, with own children, 2019",Percent,Estimate,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
pFamMaleNoSpouseOwnChild_m19,"Male-headed families, no spouse, with own children","% Male-headed families, no spouse, with own children, 2019 (MOE)",Percent,MOE,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
FamFemaleNoSpouseOwnChild_m19,"Female-headed families, no spouse, with own children","# Female-headed families, no spouse, with own children, 2019 (MOE)",Count,MOE,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
FamFemaleNoSpouseOwnChild_e19,"Female-headed families, no spouse, with own children","# Female-headed families, no spouse, with own children, 2019",Count,Estimate,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
pFamFemaleNoSpouseOwnChild_e19,"Female-headed families, no spouse, with own children","% Female-headed families, no spouse, with own children, 2019",Percent,Estimate,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
pFamFemaleNoSpouseOwnChild_m19,"Female-headed families, no spouse, with own children","% Female-headed families, no spouse, with own children, 2019 (MOE)",Percent,MOE,ACS,B11003,,2019,5,Social,Family Type,Families,,ACSAllGeo2019-Social
Male15P_e19,Males 15 years and over,"# Males 15 years and over, 2019",Count,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
Male15P_m19,Males 15 years and over,"# Males 15 years and over, 2019 (MOE)",Count,MOE,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
MaleNeverMarried_e19,"Males 15 years and over, never married","# Males 15 years and over, never married, 2019",Count,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
MaleNeverMarried_m19,"Males 15 years and over, never married","# Males 15 years and over, never married, 2019 (MOE)",Count,MOE,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
pMaleNeverMarried_e19,"Males 15 years and over, never married","% Males 15 years and over, never married, 2019",Percent,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
pMaleNeverMarried_m19,"Males 15 years and over, never married","% Males 15 years and over, never married, 2019 (MOE)",Percent,MOE,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
MaleMarried_e19,"Males 15 years and over, married","# Males 15 years and over, married, 2019",Count,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
MaleMarried_m19,"Males 15 years and over, married","# Males 15 years and over, married, 2019 (MOE)",Count,MOE,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
pMaleMarried_e19,"Males 15 years and over, married","% Males 15 years and over, married, 2019",Percent,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
pMaleMarried_m19,"Males 15 years and over, married","% Males 15 years and over, married, 2019 (MOE)",Percent,MOE,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
MaleSeparated_e19,"Males 15 years and over, separated","# Males 15 years and over, separated, 2019",Count,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
MaleSeparated_m19,"Males 15 years and over, separated","# Males 15 years and over, separated, 2019 (MOE)",Count,MOE,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
pMaleSeparated_e19,"Males 15 years and over, separated","% Males 15 years and over, separated, 2019",Percent,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
pMaleSeparated_m19,"Males 15 years and over, separated","% Males 15 years and over, separated, 2019 (MOE)",Percent,MOE,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
MaleWidowed_e19,"Males 15 years and over, widowed","# Males 15 years and over, widowed, 2019",Count,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
MaleWidowed_m19,"Males 15 years and over, widowed","# Males 15 years and over, widowed, 2019 (MOE)",Count,MOE,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
pMaleWidowed_e19,"Males 15 years and over, widowed","% Males 15 years and over, widowed, 2019",Percent,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
pMaleWidowed_m19,"Males 15 years and over, widowed","% Males 15 years and over, widowed, 2019 (MOE)",Percent,MOE,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
MaleDivorced_e19,"Males 15 years and over, divorced","# Males 15 years and over, divorced, 2019",Count,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
MaleDivorced_m19,"Males 15 years and over, divorced","# Males 15 years and over, divorced, 2019 (MOE)",Count,MOE,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
pMaleDivorced_e19,"Males 15 years and over, divorced","% Males 15 years and over, divorced, 2019",Percent,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
pMaleDivorced_m19,"Males 15 years and over, divorced","% Males 15 years and over, divorced, 2019 (MOE)",Percent,MOE,ACS,B12001,,2019,5,Social,Marital Status,Males 15 years and over,,ACSAllGeo2019-Social
Female15P_e19,Females 15 years and over,"# Females 15 years and over, 2019",Count,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Females 15 years and over,,ACSAllGeo2019-Social
Female15P_m19,Females 15 years and over,"# Females 15 years and over, 2019 (MOE)",Count,MOE,ACS,B12001,,2019,5,Social,Marital Status,Females 15 years and over,,ACSAllGeo2019-Social
FemaleNeverMarried_e19,"Females 15 years and over, never married","# Females 15 years and over, never married, 2019",Count,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Females 15 years and over,,ACSAllGeo2019-Social
FemaleNeverMarried_m19,"Females 15 years and over, never married","# Females 15 years and over, never married, 2019 (MOE)",Count,MOE,ACS,B12001,,2019,5,Social,Marital Status,Females 15 years and over,,ACSAllGeo2019-Social
pFemaleNeverMarried_e19,"Females 15 years and over, never married","% Females 15 years and over, never married, 2019",Percent,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Females 15 years and over,,ACSAllGeo2019-Social
pFemaleNeverMarried_m19,"Females 15 years and over, never married","% Females 15 years and over, never married, 2019 (MOE)",Percent,MOE,ACS,B12001,,2019,5,Social,Marital Status,Females 15 years and over,,ACSAllGeo2019-Social
FemaleMarried_e19,"Females 15 years and over, married","# Females 15 years and over, married, 2019",Count,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Females 15 years and over,,ACSAllGeo2019-Social
FemaleMarried_m19,"Females 15 years and over, married","# Females 15 years and over, married, 2019 (MOE)",Count,MOE,ACS,B12001,,2019,5,Social,Marital Status,Females 15 years and over,,ACSAllGeo2019-Social
pFemaleMarried_e19,"Females 15 years and over, married","% Females 15 years and over, married, 2019",Percent,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Females 15 years and over,,ACSAllGeo2019-Social
pFemaleMarried_m19,"Females 15 years and over, married","% Females 15 years and over, married, 2019 (MOE)",Percent,MOE,ACS,B12001,,2019,5,Social,Marital Status,Females 15 years and over,,ACSAllGeo2019-Social
FemaleSeparated_e19,"Females 15 years and over, separated","# Females 15 years and over, separated, 2019",Count,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Females 15 years and over,,ACSAllGeo2019-Social
FemaleSeparated_m19,"Females 15 years and over, separated","# Females 15 years and over, separated, 2019 (MOE)",Count,MOE,ACS,B12001,,2019,5,Social,Marital Status,Females 15 years and over,,ACSAllGeo2019-Social
pFemaleSeparated_e19,"Females 15 years and over, separated","% Females 15 years and over, separated, 2019",Percent,Estimate,ACS,B12001,,2019,5,Social,Marital Status,Females 15 years and over,,ACSAllGeo2019-Social
